name,date,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb, trb,ast,stl,blk,tov,pf,pts,plus_minus,result,score,opp,opp_score,pts_team,team
"Chandler,Tyson",20181110,23:27,1,2,0.5,0,0,0.0,1,4,0.25,5,7,0,0,1,1,4,4,3,8,1,101,SAC,86,,LAL
"Hart,Josh",20181110,17:48,4,9,0.444,3,7,0.429,0,0,0.0,1,4,0,2,2,0,0,2,11,16,1,101,SAC,86,,LAL
"Caldwell-Pope,Kentavious",20181110,17:40,4,10,0.4,2,7,0.28600000000000003,1,2,0.5,0,2,0,1,0,0,0,1,11,14,1,101,SAC,86,,LAL
"Stephenson,Lance",20181110,13:47,3,3,1.0,2,2,1.0,0,0,0.0,0,5,0,2,1,0,2,2,8,12,1,101,SAC,86,,LAL
"Fox,De'Aaron",20181110,38:54,8,17,0.47100000000000003,3,6,0.5,2,2,1.0,0,7,0,2,2,1,4,1,21,-13,0,86,LAL,101,,SAC
"Shumpert,Iman",20181110,26:29,3,8,0.375,1,4,0.25,0,0,0.0,0,2,0,1,2,0,0,3,7,-10,0,86,LAL,101,,SAC
"Bjelica,Nemanja",20181110,26:08,1,6,0.16699999999999998,0,1,0.0,0,0,0.0,3,4,0,2,1,0,2,3,2,-6,0,86,LAL,101,,SAC
"Hield,Buddy",20181110,25:57,3,17,0.17600000000000002,1,6,0.16699999999999998,5,5,1.0,2,2,0,2,0,0,2,2,12,-9,0,86,LAL,101,,SAC
"Cauley-Stein,Willie",20181110,25:56,6,14,0.429,0,0,0.0,0,0,0.0,4,8,0,0,1,1,4,5,12,-7,0,86,LAL,101,,SAC
"Bagley,Marvin",20181110,21:52,5,12,0.41700000000000004,0,0,0.0,3,6,0.5,2,1,0,0,0,2,3,0,13,-9,0,86,LAL,101,,SAC
"Bogdanović,Bogdan",20181110,20:21,1,6,0.16699999999999998,0,3,0.0,4,5,0.8,0,4,0,2,1,0,0,0,6,-2,0,86,LAL,101,,SAC
"Mason,Frank",20181110,16:04,2,3,0.667,0,1,0.0,2,2,1.0,0,0,0,1,0,0,1,0,6,-3,0,86,LAL,101,,SAC
"Jackson,Justin",20181110,15:31,1,5,0.2,1,3,0.33299999999999996,0,0,0.0,0,1,0,0,0,0,0,1,3,1,0,86,LAL,101,,SAC
"Koufos,Kosta",20181110,12:08,0,1,0.0,0,0,0.0,0,0,0.0,1,6,0,1,0,1,1,2,0,-8,0,86,LAL,101,,SAC
"DeRozan,DeMar",20181110,39:19,5,12,0.41700000000000004,0,3,0.0,3,4,0.75,1,10,0,3,0,0,4,2,13,12,1,96,HOU,89,,SAS
"Aldridge,LaMarcus",20181110,35:43,10,21,0.47600000000000003,0,0,0.0,7,8,0.875,2,8,0,1,0,1,2,3,27,21,1,96,HOU,89,,SAS
"Forbes,Bryn",20181110,29:44,5,11,0.455,3,3,1.0,0,1,0.0,1,4,0,0,0,0,1,2,13,23,1,96,HOU,89,,SAS
"White,Derrick",20181110,29:43,4,9,0.444,1,2,0.5,5,6,0.833,0,4,0,8,2,0,2,2,14,20,1,96,HOU,89,,SAS
"Cunningham,Dante",20181110,10:25,1,2,0.5,0,0,0.0,0,0,0.0,0,2,0,0,1,0,1,4,2,5,1,96,HOU,89,,SAS
"Mills,Patty",20181110,28:53,2,4,0.5,1,2,0.5,0,0,0.0,1,5,0,2,0,1,1,1,5,-12,1,96,HOU,89,,SAS
"Bertāns,Dāvis",20181110,20:16,2,5,0.4,2,5,0.4,0,0,0.0,0,2,0,1,0,2,0,2,6,0,1,96,HOU,89,,SAS
"Belinelli,Marco",20181110,18:11,3,7,0.429,2,4,0.5,0,0,0.0,1,1,0,2,0,0,0,1,8,-17,1,96,HOU,89,,SAS
"Pondexter,Quincy",20181110,15:29,1,2,0.5,1,1,1.0,5,8,0.625,0,2,0,0,0,0,0,3,8,-3,1,96,HOU,89,,SAS
"Metu,Chimezie",20181110,12:17,0,1,0.0,0,0,0.0,0,0,0.0,2,0,0,0,0,1,4,0,0,-14,1,96,HOU,89,,SAS
"Paul,Chris",20181110,40:12,4,13,0.308,2,3,0.667,3,4,0.75,0,4,0,4,3,1,1,4,13,-12,0,89,SAS,96,,HOU
"Tucker,P.J.",20181110,38:32,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,0.0,0,7,0,0,0,0,1,3,3,-23,0,89,SAS,96,,HOU
"Harden,James",20181110,38:31,7,27,0.259,1,13,0.077,10,13,0.769,0,6,0,3,2,2,2,3,25,-8,0,89,SAS,96,,HOU
"Capela,Clint",20181110,32:56,4,9,0.444,0,0,0.0,4,6,0.667,8,9,0,1,0,2,2,5,12,-19,0,89,SAS,96,,HOU
"Ennis,James",20181110,19:07,0,4,0.0,0,4,0.0,1,2,0.5,0,0,0,0,1,0,1,3,1,-14,0,89,SAS,96,,HOU
"Gordon,Eric",20181110,30:12,10,26,0.385,3,14,0.214,0,0,0.0,1,3,0,2,2,0,0,2,23,7,0,89,SAS,96,,HOU
"Clark,Gary",20181110,23:33,3,4,0.75,2,3,0.667,0,0,0.0,0,2,0,0,1,0,0,3,8,10,0,89,SAS,96,,HOU
"Siakam,Pascal",20181110,28:22,6,7,0.857,3,4,0.75,8,9,0.889,1,2,0,2,0,0,2,3,23,8,1,128,NYK,112,,TOR
"Lowry,Kyle",20181110,26:36,3,6,0.5,1,4,0.25,3,3,1.0,0,2,0,8,0,0,0,1,10,6,1,128,NYK,112,,TOR
"Ibaka,Serge",20181110,25:40,5,11,0.455,1,2,0.5,1,2,0.5,0,8,0,1,0,0,0,3,12,3,1,128,NYK,112,,TOR
"Leonard,Kawhi",20181110,23:15,2,7,0.28600000000000003,0,2,0.0,8,10,0.8,2,5,0,3,1,0,3,0,12,8,1,128,NYK,112,,TOR
"Green,Danny",20181110,21:07,3,7,0.429,3,7,0.429,0,0,0.0,2,1,0,0,3,0,4,1,9,2,1,128,NYK,112,,TOR
"Anunoby,OG",20181110,24:45,7,10,0.7,1,4,0.25,1,2,0.5,1,1,0,0,0,1,1,2,16,8,1,128,NYK,112,,TOR
"Wright,Delon",20181110,24:18,4,6,0.667,2,3,0.667,2,2,1.0,1,4,0,3,1,1,1,0,12,14,1,128,NYK,112,,TOR
"VanVleet,Fred",20181110,22:04,3,7,0.429,1,3,0.33299999999999996,0,0,0.0,1,3,0,4,0,0,1,3,7,14,1,128,NYK,112,,TOR
"Valančiūnas,Jonas",20181110,20:47,6,8,0.75,1,1,1.0,6,10,0.6,3,7,0,1,1,1,1,3,19,18,1,128,NYK,112,,TOR
"Miles,C.J.",20181110,18:20,2,8,0.25,1,5,0.2,1,2,0.5,1,0,0,2,2,1,1,4,6,3,1,128,NYK,112,,TOR
"Hardaway,Tim",20181110,31:33,11,17,0.647,2,6,0.33299999999999996,3,5,0.6,0,4,0,2,1,0,2,5,27,-6,0,112,TOR,128,,NYK
"Robinson,Mitchell",20181110,28:25,2,3,0.667,0,0,0.0,0,2,0.0,2,3,0,0,2,3,1,3,4,5,0,112,TOR,128,,NYK
"Vonleh,Noah",20181110,25:59,1,3,0.33299999999999996,0,0,0.0,4,4,1.0,1,7,0,2,0,0,1,1,6,-6,0,112,TOR,128,,NYK
"Ntilikina,Frank",20181110,24:35,2,8,0.25,1,4,0.25,0,0,0.0,0,1,0,4,4,0,2,4,5,-3,0,112,TOR,128,,NYK
"Dotson,Damyean",20181110,23:15,5,15,0.33299999999999996,1,6,0.16699999999999998,0,0,0.0,1,3,0,1,1,0,0,2,11,-8,0,112,TOR,128,,NYK
"Knox,Kevin",20181110,24:14,4,11,0.364,2,4,0.5,2,2,1.0,1,1,0,1,0,1,0,3,12,-6,0,112,TOR,128,,NYK
"Mudiay,Emmanuel",20181110,22:57,6,11,0.545,0,1,0.0,0,0,0.0,1,1,0,2,2,1,2,1,12,-11,0,112,TOR,128,,NYK
"Hezonja,Mario",20181110,21:33,6,8,0.75,0,0,0.0,1,1,1.0,0,5,0,1,0,0,3,2,13,-8,0,112,TOR,128,,NYK
"Kanter,Enes",20181110,19:35,5,14,0.35700000000000004,0,0,0.0,5,5,1.0,9,6,0,2,0,0,2,4,15,-21,0,112,TOR,128,,NYK
"Trier,Allonzo",20181110,17:54,2,6,0.33299999999999996,0,1,0.0,3,3,1.0,1,0,0,3,2,1,1,1,7,-16,0,112,TOR,128,,NYK
"Harris,Joe",20181104,28:52,4,6,0.667,3,4,0.75,0,0,0.0,1,0,0,3,1,0,1,2,11,14,1,122,PHI,97,,BRK
"LeVert,Caris",20181104,28:31,8,20,0.4,1,3,0.33299999999999996,3,4,0.75,3,2,0,2,4,0,2,1,20,19,1,122,PHI,97,,BRK
"Allen,Jarrett",20181104,26:50,5,7,0.7140000000000001,0,0,0.0,5,6,0.833,5,5,0,0,1,2,0,2,15,18,1,122,PHI,97,,BRK
"Russell,D'Angelo",20181104,25:03,10,21,0.47600000000000003,1,6,0.16699999999999998,0,0,0.0,1,1,0,6,1,0,1,2,21,11,1,122,PHI,97,,BRK
"Dudley,Jared",20181104,14:51,2,4,0.5,0,1,0.0,0,0,0.0,1,1,0,1,1,0,1,4,4,-4,1,122,PHI,97,,BRK
"Hollis-Jefferson,Rondae",20181104,29:45,9,14,0.643,0,0,0.0,3,5,0.6,1,5,0,3,0,0,0,2,21,27,1,122,PHI,97,,BRK
"Crabbe,Allen",20181104,23:26,2,9,0.222,1,6,0.16699999999999998,0,0,0.0,0,1,0,0,2,0,1,3,5,4,1,122,PHI,97,,BRK
"Dinwiddie,Spencer",20181104,22:15,4,10,0.4,2,2,1.0,2,3,0.667,0,1,0,8,0,0,1,4,12,13,1,122,PHI,97,,BRK
"Napier,Shabazz",20181104,16:20,1,5,0.2,1,3,0.33299999999999996,0,0,0.0,0,1,0,4,0,1,1,3,3,7,1,122,PHI,97,,BRK
"Davis,Ed",20181104,14:40,1,2,0.5,0,0,0.0,0,0,0.0,0,3,0,0,1,0,0,4,2,4,1,122,PHI,97,,BRK
"Embiid,Joel",20181104,32:20,4,8,0.5,0,1,0.0,8,10,0.8,1,14,0,4,0,1,5,5,16,-5,0,97,BRK,122,,PHI
"Covington,Robert",20181104,29:16,1,5,0.2,0,3,0.0,2,3,0.667,0,5,0,1,1,0,5,3,4,-5,0,97,BRK,122,,PHI
"Simmons,Ben",20181104,27:29,8,11,0.727,0,0,0.0,4,9,0.444,3,9,0,3,4,0,5,0,20,-15,0,97,BRK,122,,PHI
"Fultz,Markelle",20181104,25:49,3,8,0.375,0,0,0.0,3,4,0.75,3,1,0,0,1,0,1,4,9,-8,0,97,BRK,122,,PHI
"Šarić,Dario",20181104,24:53,3,6,0.5,0,2,0.0,8,8,1.0,1,2,0,0,0,0,1,3,14,-9,0,97,BRK,122,,PHI
"Shamet,Landry",20181104,28:27,3,6,0.5,2,5,0.4,4,5,0.8,0,1,0,1,0,0,1,0,12,-28,0,97,BRK,122,,PHI
"Muscala,Mike",20181104,28:22,0,2,0.0,0,1,0.0,0,0,0.0,1,1,0,3,0,0,4,0,0,-25,0,97,BRK,122,,PHI
"Redick,J.J.",20181104,27:22,6,13,0.462,1,6,0.16699999999999998,2,2,1.0,0,1,0,2,0,0,3,1,15,-16,0,97,BRK,122,,PHI
"Siakam,Pascal",20181104,34:38,8,14,0.5710000000000001,0,1,0.0,0,0,0.0,5,8,0,3,1,0,2,2,16,25,1,121,LAL,107,,TOR
"Lowry,Kyle",20181104,33:22,8,19,0.42100000000000004,3,7,0.429,2,2,1.0,1,5,0,15,2,1,1,1,21,26,1,121,LAL,107,,TOR
"Ibaka,Serge",20181104,29:07,15,17,0.882,1,1,1.0,3,3,1.0,3,7,0,2,2,0,1,4,34,32,1,121,LAL,107,,TOR
"Green,Danny",20181104,25:57,5,8,0.625,5,8,0.625,0,0,0.0,1,2,0,3,0,2,1,3,15,22,1,121,LAL,107,,TOR
"Anunoby,OG",20181104,24:04,3,9,0.33299999999999996,1,5,0.2,0,0,0.0,0,1,0,2,0,0,0,2,7,19,1,121,LAL,107,,TOR
"VanVleet,Fred",20181104,23:06,0,6,0.0,0,4,0.0,3,4,0.75,0,0,0,2,0,0,5,4,3,-10,1,121,LAL,107,,TOR
"Wright,Delon",20181104,21:34,5,8,0.625,0,2,0.0,1,1,1.0,2,0,0,2,0,0,0,1,11,-10,1,121,LAL,107,,TOR
"Valančiūnas,Jonas",20181104,17:04,5,9,0.556,0,1,0.0,4,4,1.0,0,8,0,1,2,1,0,3,14,-16,1,121,LAL,107,,TOR
"Miles,C.J.",20181104,16:54,0,6,0.0,0,4,0.0,0,0,0.0,0,3,0,1,1,0,0,0,0,-7,1,121,LAL,107,,TOR
"Powell,Norman",20181104,14:14,0,2,0.0,0,2,0.0,0,0,0.0,1,2,0,1,1,0,2,4,0,-11,1,121,LAL,107,,TOR
"Ingram,Brandon",20181104,34:15,7,11,0.636,0,1,0.0,2,3,0.667,0,1,0,3,0,1,1,2,16,1,0,107,TOR,121,,LAL
"Kuzma,Kyle",20181104,31:41,10,16,0.625,0,4,0.0,4,5,0.8,0,5,0,2,0,0,3,3,24,-18,0,107,TOR,121,,LAL
"James,LeBron",20181104,28:17,6,12,0.5,2,3,0.667,4,7,0.5710000000000001,0,2,0,6,0,1,3,3,18,-16,0,107,TOR,121,,LAL
"Ball,Lonzo",20181104,23:09,5,7,0.7140000000000001,2,3,0.667,0,0,0.0,1,8,0,4,2,0,2,3,12,-1,0,107,TOR,121,,LAL
"McGee,JaVale",20181104,17:14,1,6,0.16699999999999998,0,0,0.0,6,6,1.0,3,3,0,2,0,2,2,1,8,-24,0,107,TOR,121,,LAL
"Hart,Josh",20181104,29:53,1,5,0.2,1,4,0.25,3,3,1.0,0,5,0,1,3,0,0,0,6,11,0,107,TOR,121,,LAL
"Rondo,Rajon",20181104,24:51,4,9,0.444,1,1,1.0,1,2,0.5,0,1,0,3,1,0,1,1,10,-13,0,107,TOR,121,,LAL
"Caldwell-Pope,Kentavious",20181104,16:58,1,5,0.2,0,4,0.0,0,0,0.0,0,2,0,0,0,0,1,0,2,-8,0,107,TOR,121,,LAL
"Stephenson,Lance",20181104,12:58,2,8,0.25,0,2,0.0,0,0,0.0,0,1,0,0,0,0,2,1,4,-10,0,107,TOR,121,,LAL
"Zubac,Ivica",20181104,11:12,1,3,0.33299999999999996,0,0,0.0,3,3,1.0,2,4,0,1,0,0,1,4,5,1,0,107,TOR,121,,LAL
"Antetokounmpo,Giannis",20181104,30:06,8,11,0.727,1,2,0.5,9,12,0.75,3,12,0,11,1,1,5,3,26,39,1,144,SAC,109,,MIL
"Brogdon,Malcolm",20181104,27:47,5,11,0.455,2,5,0.4,1,1,1.0,0,4,0,3,0,0,0,0,13,21,1,144,SAC,109,,MIL
"Middleton,Khris",20181104,22:03,3,12,0.25,3,8,0.375,3,3,1.0,0,3,0,3,1,0,1,0,12,11,1,144,SAC,109,,MIL
"Bledsoe,Eric",20181104,21:31,6,11,0.545,1,5,0.2,4,4,1.0,0,6,0,1,0,1,2,2,17,11,1,144,SAC,109,,MIL
"Lopez,Brook",20181104,19:31,2,9,0.222,2,9,0.222,2,2,1.0,0,2,0,0,0,4,0,3,8,17,1,144,SAC,109,,MIL
"İlyasova,Ersan",20181104,21:25,4,7,0.5710000000000001,3,5,0.6,4,4,1.0,0,4,0,2,1,0,0,3,15,10,1,144,SAC,109,,MIL
"Henson,John",20181104,19:39,4,7,0.5710000000000001,2,5,0.4,0,0,0.0,1,5,0,1,0,0,1,2,10,3,1,144,SAC,109,,MIL
"Snell,Tony",20181104,18:09,4,5,0.8,3,3,1.0,1,1,1.0,0,2,0,0,0,0,1,1,12,17,1,144,SAC,109,,MIL
"Connaughton,Pat",20181104,17:53,5,8,0.625,3,4,0.75,0,0,0.0,3,2,0,0,0,1,0,0,13,7,1,144,SAC,109,,MIL
"DiVincenzo,Donte",20181104,16:33,2,5,0.4,1,4,0.25,0,0,0.0,2,1,0,3,2,0,0,3,5,15,1,144,SAC,109,,MIL
"Fox,De'Aaron",20181104,25:49,6,14,0.429,3,5,0.6,0,0,0.0,0,6,0,6,0,0,2,1,15,-18,0,109,MIL,144,,SAC
"Shumpert,Iman",20181104,24:23,2,8,0.25,1,5,0.2,0,0,0.0,0,7,0,2,0,0,1,3,5,-34,0,109,MIL,144,,SAC
"Hield,Buddy",20181104,24:03,8,15,0.5329999999999999,2,5,0.4,1,1,1.0,2,2,0,1,0,0,3,2,19,-18,0,109,MIL,144,,SAC
"Bjelica,Nemanja",20181104,21:08,2,8,0.25,0,1,0.0,0,0,0.0,1,3,0,1,0,0,1,1,4,-22,0,109,MIL,144,,SAC
"Cauley-Stein,Willie",20181104,18:37,2,3,0.667,0,0,0.0,2,6,0.33299999999999996,1,3,0,1,1,2,3,5,6,-19,0,109,MIL,144,,SAC
"Jackson,Justin",20181104,24:55,9,12,0.75,4,7,0.5710000000000001,0,0,0.0,0,0,0,1,0,0,1,0,22,-8,0,109,MIL,144,,SAC
"Mason,Frank",20181104,22:11,3,8,0.375,0,5,0.0,0,2,0.0,0,2,0,6,1,1,1,1,6,-17,0,109,MIL,144,,SAC
"Bagley,Marvin",20181104,20:18,3,10,0.3,1,3,0.33299999999999996,4,9,0.444,1,5,0,1,0,1,1,3,11,-7,0,109,MIL,144,,SAC
"Williams,Troy",20181104,15:38,3,5,0.6,3,3,1.0,2,2,1.0,0,3,0,1,1,0,0,3,11,-5,0,109,MIL,144,,SAC
"Koufos,Kosta",20181104,15:36,1,2,0.5,0,0,0.0,0,0,0.0,2,3,0,3,1,0,0,4,2,0,0,109,MIL,144,,SAC
"Ariza,Trevor",20181104,39:03,5,10,0.5,2,6,0.33299999999999996,4,4,1.0,0,9,0,5,2,0,4,2,16,3,1,102,MEM,100,,PHO
"Ayton,Deandre",20181104,36:31,3,4,0.75,0,0,0.0,3,4,0.75,1,7,0,6,3,2,5,2,9,4,1,102,MEM,100,,PHO
"Booker,Devin",20181104,34:59,7,17,0.41200000000000003,2,8,0.25,9,10,0.9,0,0,0,7,0,0,4,5,25,3,1,102,MEM,100,,PHO
"Canaan,Isaiah",20181104,30:40,4,7,0.5710000000000001,3,5,0.6,2,3,0.667,0,2,0,2,0,0,2,5,13,10,1,102,MEM,100,,PHO
"Anderson,Ryan",20181104,27:49,2,7,0.28600000000000003,1,4,0.25,0,0,0.0,1,6,0,0,0,0,1,4,5,6,1,102,MEM,100,,PHO
"Bridges,Mikal",20181104,25:41,5,6,0.833,4,5,0.8,0,0,0.0,0,1,0,0,2,1,1,3,14,5,1,102,MEM,100,,PHO
"Okobo,Elie",20181104,14:27,2,6,0.33299999999999996,1,2,0.5,0,0,0.0,0,2,0,0,0,0,0,2,5,-4,1,102,MEM,100,,PHO
"Jackson,Josh",20181104,13:24,2,2,1.0,0,0,0.0,2,2,1.0,0,2,0,3,0,0,4,2,6,-15,1,102,MEM,100,,PHO
"Holmes,Richaun",20181104,11:29,2,2,1.0,0,0,0.0,1,1,1.0,3,3,0,2,0,0,3,2,5,-2,1,102,MEM,100,,PHO
"Gasol,Marc",20181104,36:41,2,13,0.154,0,4,0.0,3,3,1.0,1,7,0,1,2,1,1,3,7,-11,0,100,PHO,102,,MEM
"Temple,Garrett",20181104,36:08,3,5,0.6,0,2,0.0,2,3,0.667,0,5,0,3,0,0,1,4,8,-10,0,100,PHO,102,,MEM
"Conley,Mike",20181104,26:52,3,16,0.188,1,5,0.2,5,6,0.833,0,1,0,5,2,0,2,4,12,-15,0,100,PHO,102,,MEM
"Anderson,Kyle",20181104,26:35,5,6,0.833,0,0,0.0,0,1,0.0,1,4,0,1,0,1,3,0,10,12,0,100,PHO,102,,MEM
"Jackson,Jaren",20181104,22:31,1,2,0.5,0,1,0.0,2,2,1.0,2,1,0,1,0,1,0,3,4,6,0,100,PHO,102,,MEM
"Brooks,Dillon",20181104,29:16,7,10,0.7,2,3,0.667,1,2,0.5,1,0,0,0,1,0,0,4,17,-12,0,100,PHO,102,,MEM
"Mack,Shelvin",20181104,27:53,7,10,0.7,2,3,0.667,5,8,0.625,1,0,0,4,4,0,2,0,21,6,0,100,PHO,102,,MEM
"Brooks,MarShon",20181104,15:30,4,9,0.444,0,2,0.0,3,4,0.75,2,1,0,1,3,0,1,1,11,7,0,100,PHO,102,,MEM
"Lillard,Damian",20181104,28:01,6,16,0.375,1,4,0.25,5,6,0.833,0,5,0,5,1,0,0,0,18,19,1,111,MIN,81,,POR
"McCollum,CJ",20181104,28:01,7,14,0.5,1,4,0.25,1,1,1.0,1,2,0,1,2,0,2,0,16,19,1,111,MIN,81,,POR
"Layman,Jake",20181104,24:15,4,8,0.5,0,2,0.0,0,0,0.0,3,3,0,0,1,0,1,3,8,8,1,111,MIN,81,,POR
"Aminu,Al-Farouq",20181104,23:09,2,4,0.5,1,1,1.0,1,1,1.0,2,4,0,0,1,0,1,4,6,7,1,111,MIN,81,,POR
"Nurkić,Jusuf",20181104,22:42,8,11,0.727,0,1,0.0,3,4,0.75,5,7,0,2,0,1,3,2,19,22,1,111,MIN,81,,POR
"Turner,Evan",20181104,22:04,3,7,0.429,0,2,0.0,2,4,0.5,0,5,0,2,0,0,2,3,8,23,1,111,MIN,81,,POR
"Leonard,Meyers",20181104,21:49,3,7,0.429,1,4,0.25,8,8,1.0,4,8,0,2,1,0,1,2,15,16,1,111,MIN,81,,POR
"Collins,Zach",20181104,18:27,2,5,0.4,1,2,0.5,6,6,1.0,0,2,0,0,0,0,2,3,11,18,1,111,MIN,81,,POR
"Curry,Seth",20181104,15:26,1,3,0.33299999999999996,1,2,0.5,0,0,0.0,0,3,0,1,0,0,0,1,3,14,1,111,MIN,81,,POR
"Wiggins,Andrew",20181104,30:56,6,16,0.375,2,4,0.5,3,4,0.75,0,1,0,1,3,0,1,2,17,-29,0,81,POR,111,,MIN
"Okogie,Josh",20181104,29:32,2,8,0.25,1,3,0.33299999999999996,1,2,0.5,1,2,0,1,0,0,0,3,6,-19,0,81,POR,111,,MIN
"Jones,Tyus",20181104,26:44,2,9,0.222,0,1,0.0,0,0,0.0,0,1,0,4,1,0,1,2,4,-20,0,81,POR,111,,MIN
"Towns,Karl-Anthony",20181104,25:23,7,13,0.5379999999999999,2,4,0.5,7,8,0.875,0,5,0,3,0,0,1,3,23,-16,0,81,POR,111,,MIN
"Gibson,Taj",20181104,22:45,3,10,0.3,0,1,0.0,2,2,1.0,5,3,0,2,2,1,2,2,8,-19,0,81,POR,111,,MIN
"Williams,C.J.",20181104,23:32,2,7,0.28600000000000003,0,3,0.0,0,0,0.0,0,1,0,3,0,0,0,3,4,-10,0,81,POR,111,,MIN
"Terrell,Jared",20181104,21:16,1,8,0.125,1,2,0.5,1,2,0.5,0,1,0,1,2,1,2,2,4,-10,0,81,POR,111,,MIN
"Tolliver,Anthony",20181104,19:03,2,6,0.33299999999999996,1,5,0.2,0,0,0.0,2,2,0,2,0,0,2,1,5,-14,0,81,POR,111,,MIN
"Dieng,Gorgui",20181104,15:37,1,5,0.2,0,1,0.0,0,0,0.0,3,4,0,1,0,1,0,2,2,-16,0,81,POR,111,,MIN
"Bates-Diop,Keita",20181104,12:00,2,7,0.28600000000000003,0,4,0.0,0,0,0.0,0,2,0,0,0,1,0,1,4,-2,0,81,POR,111,,MIN
"Gordon,Aaron",20181104,41:13,11,20,0.55,4,10,0.4,0,0,0.0,2,6,0,0,1,0,1,3,26,0,1,117,SAS,110,,ORL
"Fournier,Evan",20181104,32:46,7,15,0.467,2,8,0.25,0,0,0.0,0,1,0,7,3,0,3,1,16,9,1,117,SAS,110,,ORL
"Augustin,D.J.",20181104,32:31,6,10,0.6,1,3,0.33299999999999996,5,6,0.833,3,2,0,7,0,0,1,3,18,8,1,117,SAS,110,,ORL
"Vučević,Nikola",20181104,32:28,6,11,0.545,0,1,0.0,1,3,0.33299999999999996,0,8,0,3,1,1,0,1,13,7,1,117,SAS,110,,ORL
"Iwundu,Wesley",20181104,13:51,0,4,0.0,0,0,0.0,2,2,1.0,0,1,0,0,0,1,1,2,2,8,1,117,SAS,110,,ORL
"Ross,Terrence",20181104,31:24,6,12,0.5,3,6,0.5,2,2,1.0,0,3,0,4,0,0,0,3,17,1,1,117,SAS,110,,ORL
"Simmons,Jonathon",20181104,17:59,0,2,0.0,0,1,0.0,0,0,0.0,1,1,0,2,1,1,1,2,0,-4,1,117,SAS,110,,ORL
"Bamba,Mo",20181104,15:32,6,11,0.545,0,1,0.0,0,0,0.0,5,6,0,1,0,1,0,4,12,0,1,117,SAS,110,,ORL
"Grant,Jerian",20181104,15:29,3,4,0.75,2,2,1.0,0,2,0.0,0,2,0,5,1,0,0,1,8,-1,1,117,SAS,110,,ORL
"Aldridge,LaMarcus",20181104,33:24,6,14,0.429,0,1,0.0,2,2,1.0,1,5,0,3,0,0,4,1,14,-8,0,110,ORL,117,,SAS
"DeRozan,DeMar",20181104,32:47,9,16,0.563,1,4,0.25,6,6,1.0,1,6,0,5,2,0,4,2,25,0,0,110,ORL,117,,SAS
"Forbes,Bryn",20181104,25:59,5,13,0.385,2,5,0.4,1,1,1.0,0,1,0,2,0,0,1,4,13,4,0,110,ORL,117,,SAS
"Bertāns,Dāvis",20181104,25:35,3,10,0.3,2,7,0.28600000000000003,0,0,0.0,1,4,0,0,0,0,1,0,8,-12,0,110,ORL,117,,SAS
"Cunningham,Dante",20181104,16:43,0,3,0.0,0,1,0.0,0,0,0.0,1,2,0,3,0,2,0,3,0,-8,0,110,ORL,117,,SAS
"Mills,Patty",20181104,32:25,6,14,0.429,4,9,0.444,0,0,0.0,0,3,0,3,1,0,0,2,16,-9,0,110,ORL,117,,SAS
"Gasol,Pau",20181104,23:01,4,7,0.5710000000000001,1,2,0.5,3,6,0.5,1,7,0,5,0,2,0,3,12,3,0,110,ORL,117,,SAS
"Belinelli,Marco",20181104,21:02,4,9,0.444,2,5,0.4,5,5,1.0,0,3,0,2,0,0,0,2,15,-12,0,110,ORL,117,,SAS
"Pöltl,Jakob",20181104,14:18,0,0,0.0,0,0,0.0,2,2,1.0,4,1,0,1,0,1,0,2,2,-5,0,110,ORL,117,,SAS
"Pondexter,Quincy",20181104,11:08,1,2,0.5,0,1,0.0,3,3,1.0,0,0,0,1,0,0,1,1,5,6,0,110,ORL,117,,SAS
"Beal,Bradley",20181104,39:32,7,14,0.5,1,7,0.14300000000000002,7,8,0.875,1,7,0,3,0,4,3,2,22,15,1,108,NYK,95,,WAS
"Wall,John",20181104,37:53,9,16,0.563,3,6,0.5,5,7,0.7140000000000001,0,2,0,7,5,0,4,0,26,24,1,108,NYK,95,,WAS
"Morris,Markieff",20181104,31:06,5,14,0.35700000000000004,0,5,0.0,6,6,1.0,3,3,0,5,1,2,1,3,16,2,1,108,NYK,95,,WAS
"Howard,Dwight",20181104,30:37,4,9,0.444,0,0,0.0,2,4,0.5,3,7,0,0,1,1,0,4,10,27,1,108,NYK,95,,WAS
"Oubre,Kelly",20181104,24:06,3,8,0.375,1,3,0.33299999999999996,2,4,0.5,0,4,0,1,1,1,1,2,9,0,1,108,NYK,95,,WAS
"Green,Jeff",20181104,27:28,5,13,0.385,0,2,0.0,4,4,1.0,6,3,0,0,0,2,1,4,14,0,1,108,NYK,95,,WAS
"Rivers,Austin",20181104,25:08,1,2,0.5,1,2,0.5,2,4,0.5,0,3,0,3,3,0,1,2,5,12,1,108,NYK,95,,WAS
"Satoranský,Tomáš",20181104,14:27,1,3,0.33299999999999996,0,0,0.0,2,2,1.0,1,2,0,2,1,0,1,1,4,-8,1,108,NYK,95,,WAS
"Dotson,Damyean",20181104,30:32,5,11,0.455,0,3,0.0,1,1,1.0,1,5,0,2,0,0,2,2,11,-13,0,95,WAS,108,,NYK
